Chr10_Group_1	chr10:318076
Chr11_Group_358	chr11:66092567
Chr11_Group_359	chr11:66826160
Chr11_Group_360	chr11:67042172
Chr11_Group_362	chr11:67221854
Chr11_Group_363	chr11:67224391
Chr11_Group_364	chr11:67421341
Chr11_Group_365	chr11:67931761
Chr11_Group_366	chr11:68282002
Chr11_Group_102070639	chr11:102056939
Chr11_Group_369	chr11:68522053
Chr11_Group_370	chr11:68524053
Chr11_Group_371	chr11:68846399
Chr11_Group_372	chr11:68897443
Chr11_Group_373	chr11:68998913
Chr11_Group_374	chr11:68987269
Chr11_Group_375	chr11:69079707
Chr11_Group_376	chr11:69143284
Chr11_Group_116722041	chr11:116906825
Chr11_Group_378	chr11:69238932
Chr11_Group_380	chr11:69279111
Chr11_Group_381	chr11:69299537
Chr11_Group_382	chr11:69307695
Chr11_Group_10180991	chr11:10179714
Chr11_Group_385	chr11:69355289
Chr11_Group_386	chr11:69367118
Chr11_Group_387	chr11:69462910
Chr11_Group_388	chr11:69461686
Chr11_Group_389	chr11:69586227
Chr11_Group_390	chr11:69661334
Chr11_Group_391	chr11:69829717
Chr11_Group_392	chr11:70027913
Chr11_Group_124539273	chr11:124539273
Chr11_Group_394	chr11:71181004
Chr11_Group_396	chr11:71762085
Chr11_Group_397	chr11:72373496
Chr11_Group_205198	chr11:205198
Chr11_Group_2691471	chr11:2691471
Chr11_Group_400	chr11:72501220
Chr11_Group_401	chr11:72944881
Chr11_Group_402	chr11:72947934
Chr11_Group_403	chr11:73228685
Chr11_Group_404	chr11:74345550
Chr11_Group_405	chr11:74355523
Chr11_Group_406	chr11:75274150
Chr11_Group_407	chr11:75280256
Chr11_Group_408	chr11:75455021
Chr11_Group_409	chr11:75531695
Chr11_Group_410	chr11:75909619
Chr11_Group_411	chr11:76274030
Chr11_Group_412	chr11:76286029
Chr11_Group_413	chr11:76290621
Chr11_Group_414	chr11:76343428
Chr11_Group_415	chr11:76465362
Chr11_Group_416	chr11:78046654
Chr11_Group_418	chr11:79080406
Chr11_Group_420	chr11:81202910
Chr11_Group_421	chr11:82082562
Chr11_Group_423	chr11:82397014
Chr11_Group_424	chr11:83276856
Chr11_Group_425	chr11:84183435
Chr11_Group_426	chr11:83437959
Chr11_Group_428	chr11:83544472
Chr11_Group_430	chr11:83620787
Chr11_Group_431	chr11:83818329
Chr11_Group_433	chr11:84335666
Chr11_Group_436	chr11:84634790
Chr11_Group_437	chr11:85017476
Chr11_Group_438	chr11:85677471
Chr11_Group_2478519	chr11:2478519
Chr11_Group_440	chr11:85828232
Chr11_Group_441	chr11:86442733
Chr11_Group_442	chr11:86724004
Chr11_Group_443	chr11:86870964
Chr11_Group_444	chr11:87125438
Chr11_Group_446	chr11:87905990
Chr11_Group_447	chr11:88572973
Chr11_Group_448	chr11:88727566
Chr11_Group_450	chr11:88874152
Chr11_Group_451	chr11:88911696
Chr11_Group_452	chr11:89011607
Chr11_Group_453	chr11:89148372
Chr11_Group_454	chr11:89201627
Chr11_Group_455	chr11:89224453
Chr11_Group_456	chr11:89875437
Chr11_Group_457	chr11:89922230
Chr11_Group_458	chr11:90389865
Chr11_Group_459	chr11:90447936
Chr11_Group_460	chr11:90472975
Chr11_Group_461	chr11:90524290
Chr11_Group_462	chr11:91979018
Chr11_Group_118573519	chr11:118573519
Chr11_Group_464	chr11:92651002
Chr11_Group_465	chr11:92688768
Chr11_Group_467	chr11:92792100
Chr11_Group_468	chr11:92784203
Chr11_Group_469	chr11:93450134
Chr11_Group_470	chr11:93691332
Chr11_Group_471	chr11:94886632
Chr11_Group_472	chr11:95308854
Chr11_Group_473	chr11:95316115
Chr11_Group_474	chr11:95425526
Chr11_Group_475	chr11:95564259
Chr11_Group_476	chr11:95747337
Chr11_Group_477	chr11:95866700
Chr11_Group_478	chr11:95995448
Chr11_Group_479	chr11:96023427
Chr11_Group_480	chr11:99175378
Chr11_Group_481	chr11:99222349
Chr11_Group_482	chr11:99508678
Chr11_Group_119060963	chr11:119072140
Chr11_Group_116701669	chr11:116701669
Chr11_Group_486	chr11:100507047
Chr11_Group_489	chr11:100631908
Chr11_Group_490	chr11:101394765
Chr11_Group_494	chr11:102083608
Chr11_Group_307696	chr11:306790
Chr11_Group_497	chr11:102470256
Chr11_Group_500	chr11:102673248
Chr11_Group_502	chr11:102695108
Chr11_Group_509	chr11:102887229
Chr11_Group_512	chr11:103684099
Chr11_Group_119099906	chr11:119087614
Chr11_Group_515	chr11:105556598
Chr11_Group_516	chr11:108175462
Chr11_Group_130284041	chr11:130284041
Chr11_Group_112110091	chr11:112110091
Chr11_Group_528	chr11:111275133
Chr11_Group_532	chr11:112051169
Chr11_Group_5255582	chr11:5255582
Chr11_Group_535	chr11:112085316
Chr11_Group_537	chr11:112211380
Chr11_Group_540	chr11:112991618
Chr11_Group_544	chr11:113517203
Chr11_Group_115052635	chr11:115052635
Chr11_Group_549	chr11:113984109
Chr11_Group_120099368	chr11:120099368
Chr11_Group_553	chr11:114040394
Chr11_Group_557	chr11:115044850
Chr11_Group_558	chr11:115890279
Chr11_Group_561	chr11:116584987
Chr11_Group_118477367	chr11:118477367
Chr11_Group_571	chr11:116657561
Chr11_Group_573	chr11:116677370
Chr11_Group_574	chr11:116748314
Chr11_Group_102595135	chr11:102595135
Chr11_Group_578	chr11:116755555
Chr11_Group_115022404	chr11:115022404
Chr11_Group_97	chr11:9780891
Chr11_Group_584	chr11:116884789
Chr11_Group_439	chr11:85731286
Chr11_Group_123394636	chr11:123394636
Chr11_Group_590	chr11:117283676
Chr11_Group_131291728	chr11:131291728
Chr11_Group_594	chr11:117546482
Chr11_Group_595	chr11:117672561
Chr11_Group_599	chr11:118449370
Chr11_Group_601	chr11:118480115
Chr11_Group_602	chr11:118549582
Chr11_Group_605	chr11:118609628
Chr11_Group_607	chr11:118698537
Chr11_Group_608	chr11:118754353
Chr11_Group_612	chr11:119030752
Chr11_Group_614	chr11:119094647
Chr11_Group_615	chr11:119861741
Chr11_Group_618	chr11:120159052
Chr11_Group_619	chr11:120270485
Chr11_Group_623	chr11:121435587
Chr11_Group_625	chr11:122098543
Chr11_Group_631	chr11:122870683
Chr11_Group_632	chr11:122949545
Chr11_Group_636	chr11:123392846
Chr11_Group_638	chr11:123395246
Chr11_Group_641	chr11:124606285
Chr11_Group_643	chr11:124620147
Chr11_Group_645	chr11:125100438
Chr11_Group_648	chr11:125826702
Chr11_Group_650	chr11:126008910
Chr11_Group_653	chr11:126218541
Chr11_Group_2323089	chr11:2323089
Chr11_Group_661	chr11:128158189
Chr11_Group_663	chr11:128216692
Chr11_Group_665	chr11:128330520
Chr11_Group_102691482	chr11:102704231
Chr11_Group_126163612	chr11:126174962
Chr11_Group_670	chr11:128418353
Chr11_Group_673	chr11:128565034
Chr11_Group_675	chr11:128586155
Chr11_Group_677	chr11:128764571
Chr11_Group_681	chr11:130718630
Chr11_Group_684	chr11:131213874
Chr11_Group_686	chr11:131931531
Chr11_Group_689	chr11:133765367
Chr11_Group_690	chr11:133831801
Chr11_Group_693	chr11:134265967
Chr11_Group_100453046	chr11:100473520
Chr11_Group_2130620	chr11:2130620
Chr11_Group_102396607	chr11:102399134
Chr11_Group_108044995	chr11:108194538
Chr11_Group_708	chr11:16559630
Chr11_Group_2321095	chr11:2321372
Chr11_Group_712	chr11:27523186
Chr11_Group_730	chr11:61963930
Chr11_Group_463	chr11:92007101
Chr11_Group_8639200	chr11:8663608
Chr11_Group_742	chr11:69328764
Chr11_Group_743	chr11:69331642
Chr11_Group_745	chr11:71133133
Chr11_Group_747	chr11:76311871
Chr11_Group_707	chr11:14804296
Chr11_Group_1325829	chr11:1325829
Chr11_Group_5290370	chr11:5277258
Chr11_Group_367	chr11:68211100
Chr11_Group_129461016	chr11:129461093
Chr11_Group_133	chr11:16355771
Chr11_Group_122813224	chr11:122829149
Chr11_Group_5829084	chr11:5829084
Chr11_Group_126243649	chr11:126243649
Chr11_Group_116603724	chr11:116621569
Chr11_Group_483	chr11:100173537
Chr11_Group_2810731	chr11:2810731
Chr11_Group_113982321	chr11:113981781
Chr11_Group_133792644	chr11:133792644
Chr11_Group_123368333	chr11:123368333
Chr11_Group_128582557	chr11:128582557
Chr11_Group_104334239	chr11:104334239
Chr11_Group_496	chr11:102401633
Chr11_Group_159	chr11:20253599
Chr11_Group_5518156	chr11:5518156
Chr11_Group_308180	chr11:308844
Chr11_Group_116648917	chr11:116648917
Chr11_Group_5225447	chr11:5225447
Chr11_Group_125889526	chr11:125889526
Chr11_Group_112851961	chr11:112851961
Chr11_Group_122518525	chr11:122524453
Chr11_Group_122360883	chr11:122360883
Chr11_Group_521	chr11:109378071
Chr11_Group_116780095	chr11:116827281
Chr11_Group_523	chr11:110913240
Chr11_Group_133829706	chr11:133829706
Chr11_Group_117220429	chr11:117220429
Chr11_Group_127939662	chr11:127927207
Chr11_Group_2182224	chr11:2175037
Chr11_Group_117531731	chr11:117531731
Chr11_Group_2891965	chr11:2891965
Chr11_Group_113157283	chr11:113157283
Chr11_Group_4160681	chr11:4144900
Chr11_Group_2215089	chr11:2223370
Chr11_Group_109962432	chr11:109962432
Chr11_Group_128492739	chr11:128494845
Chr11_Group_2839751	chr11:2844640
Chr11_Group_547	chr11:113953622
Chr11_Group_208	chr11:43514931
Chr11_Group_103668962	chr11:103666930
Chr11_Group_116684028	chr11:116684028
Chr11_Group_127761666	chr11:127761666
Chr11_Group_116581641	chr11:116581641
Chr11_Group_2170143	chr11:2170143
Chr11_Group_111172911	chr11:111172310
Chr11_Group_101436721	chr11:101436721
Chr11_Group_128499000	chr11:128499000
Chr11_Group_377	chr11:69272096
Chr11_Group_116624703	chr11:116624703
Chr11_Group_5373251	chr11:5373251
Chr11_Group_124613957	chr11:124613957
Chr11_Group_121913230	chr11:121913230
Chr11_Group_233	chr11:47412624
Chr11_Group_575	chr11:116701354
Chr11_Group_47	chr11:2426984
Chr11_Group_67128733	chr11:67128733
Chr11_Group_102720945	chr11:102725059
Chr11_Group_8252853	chr11:8252853
Chr11_Group_2858440	chr11:2858493
Chr11_Group_588	chr11:117156552
Chr11_Group_5701074	chr11:5701074
Chr11_Group_7556577	chr11:7556577
Chr11_Group_128185850	chr11:128186616
Chr11_Group_1902097	chr11:1902097
Chr11_Group_8404501	chr11:8404501
Chr11_Group_130817579	chr11:130854737
Chr11_Group_127343881	chr11:127345846
Chr11_Group_112023827	chr11:112016716
Chr11_Group_8756856	chr11:8828192
Chr11_Group_2486550	chr11:2487946
Chr11_Group_2016908	chr11:2016908
Chr11_Group_2320013	chr11:2321605
Chr11_Group_126211727	chr11:126211727
Chr11_Group_281	chr11:59633493
Chr11_Group_125259424	chr11:125259424
Chr11_Group_2502319	chr11:2502319
Chr11_Group_286	chr11:60776209
Chr11_Group_398	chr11:72433041
Chr11_Group_60208824	chr11:60208824
Chr11_Group_287	chr11:60793651
Chr11_Group_306884	chr11:306884
Chr11_Group_120221987	chr11:120273767
Chr11_Group_399	chr11:72444583
Chr11_Group_128335578	chr11:128335578
Chr11_Group_128632555	chr11:128632555
Chr11_Group_118081270	chr11:118081270
Chr11_Group_128403208	chr11:128403208
Chr11_Group_1874221	chr11:1874146
Chr11_Group_128311059	chr11:128320009
Chr11_Group_116586283	chr11:116624995
Chr11_Group_307	chr11:62103420
Chr11_Group_125071163	chr11:125071163
Chr11_Group_2348860	chr11:2348860
Chr11_Group_103067460	chr11:103067460
Chr11_Group_118611781	chr11:118677776
Chr11_Group_5029703	chr11:5029703
Chr11_Group_113807181	chr11:113807181
Chr11_Group_102752600	chr11:102752600
Chr11_Group_657	chr11:126980865
Chr11_Group_100593538	chr11:100615896
Chr11_Group_114386830	chr11:114408620
Chr11_Group_666	chr11:128328913
Chr11_Group_133392294	chr11:133392294
Chr11_Group_120348584	chr11:120348584
Chr11_Group_668	chr11:128380974
Chr11_Group_112064431	chr11:112064431
Chr11_Group_2705343	chr11:2700259
Chr11_Group_10350538	chr11:10350538
Chr11_Group_130273230	chr11:130276977
Chr11_Group_113957197	chr11:113957197
Chr11_Group_2781519	chr11:2781519
Chr11_Group_67	chr11:3029089
Chr11_Group_111470567	chr11:111470567
Chr11_Group_116633580	chr11:116633580
Chr11_Group_118126576	chr11:118126100
Chr11_Group_110950386	chr11:110950386
Chr12_Group_1	chr12:320920
Chr12_Group_2	chr12:335922
Chr12_Group_3	chr12:356762
Chr12_Group_4	chr12:576984
Chr12_Group_7	chr12:740009
Chr12_Group_9	chr12:751619
Chr12_Group_10	chr12:783484
Chr12_Group_12	chr12:1000838
Chr12_Group_14	chr12:1638710
Chr12_Group_15	chr12:2181613
Chr12_Group_16	chr12:2373603
Chr12_Group_18	chr12:2419896
Chr12_Group_19	chr12:2513710
Chr12_Group_20	chr12:2520621
Chr12_Group_21	chr12:3235839
Chr12_Group_22	chr12:3393100
Chr12_Group_23	chr12:3368093
Chr12_Group_24	chr12:3382563
Chr12_Group_26	chr12:4318723
Chr12_Group_27	chr12:4332790
Chr12_Group_28	chr12:4374373
Chr12_Group_29	chr12:4368352
Chr12_Group_30	chr12:4384844
Chr12_Group_31	chr12:4516757
Chr12_Group_32	chr12:4606168
Chr12_Group_33	chr12:4779313
Chr12_Group_34	chr12:5797101
Chr12_Group_35	chr12:6011490
Chr12_Group_36	chr12:6128443
Chr12_Group_37	chr12:6159045
Chr12_Group_39	chr12:6153524
Chr12_Group_40	chr12:6291977
Chr12_Group_42	chr12:6332838
Chr12_Group_44	chr12:6385727
Chr12_Group_45	chr12:6444562
Chr12_Group_46	chr12:6446425
Chr12_Group_47	chr12:6491125
Chr12_Group_48	chr12:6493351
Chr12_Group_49	chr12:6493100
Chr12_Group_50	chr12:6503166
Chr12_Group_51	chr12:6507199
Chr12_Group_55	chr12:11216315
Chr12_Group_58	chr12:11855773
Chr12_Group_114673723	chr12:114679647
Chr12_Group_60	chr12:12109775
Chr12_Group_116555786	chr12:116555786
Chr12_Group_62	chr12:12521151
Chr12_Group_65	chr12:12773521
Chr12_Group_67	chr12:12870695
Chr12_Group_70	chr12:13417617
Chr12_Group_72	chr12:13872044
Chr12_Group_77	chr12:15321194
Chr12_Group_12834894	chr12:12834894
Chr12_Group_80	chr12:15735442
Chr12_Group_82	chr12:17444733
Chr12_Group_84	chr12:19979881
Chr12_Group_86	chr12:20184146
Chr12_Group_88	chr12:20230639
Chr12_Group_90	chr12:20472202
Chr12_Group_92	chr12:20498036
Chr12_Group_95	chr12:21017875
Chr12_Group_96	chr12:21083862
Chr12_Group_100	chr12:21323611
Chr12_Group_101	chr12:21367264
Chr12_Group_103	chr12:21993478
Chr12_Group_105	chr12:24184544
Chr12_Group_14413931	chr12:14413931
Chr12_Group_108	chr12:24773409
Chr12_Group_109	chr12:26427674
Chr12_Group_110	chr12:26466287
Chr12_Group_111	chr12:26690565
Chr12_Group_112	chr12:26872730
Chr12_Group_113	chr12:27033470
Chr12_Group_114	chr12:27961341
Chr12_Group_115	chr12:27955296
Chr12_Group_117	chr12:27984190
Chr12_Group_118	chr12:28017340
Chr12_Group_119	chr12:28155488
Chr12_Group_121	chr12:28174817
Chr12_Group_122	chr12:28535781
Chr12_Group_123	chr12:28406515
Chr12_Group_124	chr12:28689514
Chr12_Group_125	chr12:29234027
Chr12_Group_126	chr12:29436348
Chr12_Group_127	chr12:29922826
Chr12_Group_128	chr12:31453896
Chr12_Group_130	chr12:32141495
Chr12_Group_110723203	chr12:110723203
Chr12_Group_132	chr12:32972940
Chr12_Group_131311749	chr12:131311749
Chr12_Group_134	chr12:33301805
Chr12_Group_135	chr12:33629697
Chr12_Group_136	chr12:38518416
Chr12_Group_139	chr12:40458384
Chr12_Group_140	chr12:40660366
Chr12_Group_141	chr12:40428561
Chr12_Group_142	chr12:40614434
Chr12_Group_143	chr12:40620808
Chr12_Group_144	chr12:40653510
Chr12_Group_145	chr12:40756472
Chr12_Group_120832146	chr12:120832146
Chr12_Group_148	chr12:41721430
Chr12_Group_149	chr12:41874282
Chr12_Group_150	chr12:43049382
Chr12_Group_151	chr12:43700341
Chr12_Group_152	chr12:45774908
Chr12_Group_153	chr12:46221645
Chr12_Group_154	chr12:47201814
Chr12_Group_155	chr12:47880149
Chr12_Group_156	chr12:48044011
Chr12_Group_157	chr12:48194522
Chr12_Group_12877983	chr12:12884304
Chr12_Group_160	chr12:48212719
Chr12_Group_161	chr12:48269798
Chr12_Group_162	chr12:48419618
Chr12_Group_163	chr12:48454092
Chr12_Group_165	chr12:48429776
Chr12_Group_166	chr12:48512285
Chr12_Group_167	chr12:48573108
Chr12_Group_168	chr12:48736303
Chr12_Group_170	chr12:48901713
Chr12_Group_171	chr12:49224108
Chr12_Group_172	chr12:49379537
Chr12_Group_173	chr12:49431962
Chr12_Group_175	chr12:49667025
Chr12_Group_176	chr12:49655948
Chr12_Group_177	chr12:49661715
Chr12_Group_178	chr12:49676010
Chr12_Group_179	chr12:49835245
Chr12_Group_180	chr12:49947952
Chr12_Group_181	chr12:50226467
Chr12_Group_182	chr12:50255308
Chr12_Group_183	chr12:50345671
Chr12_Group_184	chr12:50573433
Chr12_Group_185	chr12:51095224
Chr12_Group_186	chr12:51145082
Chr12_Group_188	chr12:51100556
Chr12_Group_190	chr12:52251272
Chr12_Group_191	chr12:52305786
Chr12_Group_192	chr12:52349071
Chr12_Group_193	chr12:52361653
Chr12_Group_113100994	chr12:113100994
Chr12_Group_195	chr12:52913668
Chr12_Group_196	chr12:53293258
Chr12_Group_121000133	chr12:120965127
Chr12_Group_198	chr12:53440779
Chr12_Group_199	chr12:53581383
Chr12_Group_200	chr12:53701256
Chr12_Group_201	chr12:53894034
Chr12_Group_21074122	chr12:21074122
Chr12_Group_203	chr12:53883537
Chr12_Group_205	chr12:54058238
Chr12_Group_206	chr12:54063493
Chr12_Group_207	chr12:54154174
Chr12_Group_208	chr12:54349773
Chr12_Group_209	chr12:54342684
Chr12_Group_211	chr12:54385599
Chr12_Group_212	chr12:54422793
Chr12_Group_213	chr12:54513915
Chr12_Group_215	chr12:54711851
Chr12_Group_216	chr12:54685880
Chr12_Group_218	chr12:56709919
Chr12_Group_219	chr12:56114769
Chr12_Group_220	chr12:56115681
Chr12_Group_221	chr12:56364321
Chr12_Group_222	chr12:56433492
Chr12_Group_223	chr12:56744088
Chr12_Group_224	chr12:56680745
Chr12_Group_225	chr12:56828056
Chr12_Group_226	chr12:56888317
Chr12_Group_227	chr12:57049031
Chr12_Group_229	chr12:57151329
Chr12_Group_230	chr12:57146069
Chr12_Group_231	chr12:57283232
Chr12_Group_232	chr12:57308260
Chr12_Group_233	chr12:57491718
Chr12_Group_234	chr12:57519122
Chr12_Group_235	chr12:57622371
Chr12_Group_236	chr12:57744919
Chr12_Group_237	chr12:57848639
Chr12_Group_238	chr12:58133256
Chr12_Group_239	chr12:58162739
Chr12_Group_240	chr12:58302436
Chr12_Group_241	chr12:61488772
Chr12_Group_242	chr12:62664272
Chr12_Group_243	chr12:64976850
Chr12_Group_244	chr12:65005079
Chr12_Group_245	chr12:65035222
Chr12_Group_246	chr12:65330766
Chr12_Group_247	chr12:65534624
Chr12_Group_248	chr12:65718299
Chr12_Group_249	chr12:65772718
Chr12_Group_250	chr12:65824670
Chr12_Group_251	chr12:65832468
Chr12_Group_252	chr12:65992636
Chr12_Group_253	chr12:66225859
Chr12_Group_254	chr12:66212917
Chr12_Group_257	chr12:66351355
Chr12_Group_258	chr12:66359028
Chr12_Group_259	chr12:66397166
Chr12_Group_260	chr12:66394664
Chr12_Group_261	chr12:66750319
Chr12_Group_262	chr12:67086810
Chr12_Group_264	chr12:67594578
Chr12_Group_266	chr12:68405302
Chr12_Group_268	chr12:68504054
Chr12_Group_269	chr12:68779413
Chr12_Group_270	chr12:68961584
Chr12_Group_112179471	chr12:112179471
Chr12_Group_272	chr12:69742152
Chr12_Group_274	chr12:69744014
Chr12_Group_275	chr12:69827658
Chr12_Group_276	chr12:70954464
Chr12_Group_277	chr12:70563865
Chr12_Group_278	chr12:71249996
Chr12_Group_279	chr12:71446789
Chr12_Group_280	chr12:71433293
Chr12_Group_281	chr12:71663102
Chr12_Group_282	chr12:72080272
Chr12_Group_283	chr12:74335356
Chr12_Group_286	chr12:75935157
Chr12_Group_288	chr12:76220618
Chr12_Group_289	chr12:76242675
Chr12_Group_291	chr12:76263551
Chr12_Group_292	chr12:77899510
Chr12_Group_293	chr12:78220740
Chr12_Group_294	chr12:79635594
Chr12_Group_295	chr12:82219376
Chr12_Group_296	chr12:82376966
Chr12_Group_298	chr12:83922912
Chr12_Group_299	chr12:84054576
Chr12_Group_300	chr12:84698234
Chr12_Group_301	chr12:84564068
Chr12_Group_303	chr12:84886573
Chr12_Group_304	chr12:85576492
Chr12_Group_305	chr12:85967804
Chr12_Group_307	chr12:87252360
Chr12_Group_308	chr12:88831757
Chr12_Group_309	chr12:88922315
Chr12_Group_310	chr12:89328335
Chr12_Group_311	chr12:89886765
Chr12_Group_312	chr12:89937437
Chr12_Group_313	chr12:90005412
Chr12_Group_315	chr12:90081188
Chr12_Group_111847740	chr12:112273640
Chr12_Group_317	chr12:90328833
Chr12_Group_108720446	chr12:108721041
Chr12_Group_320	chr12:91153721
Chr12_Group_321	chr12:91237920
Chr12_Group_322	chr12:92133344
Chr12_Group_323	chr12:92246786
Chr12_Group_324	chr12:92519289
Chr12_Group_325	chr12:93709892
Chr12_Group_326	chr12:93968380
Chr12_Group_327	chr12:94123632
Chr12_Group_328	chr12:94235165
Chr12_Group_329	chr12:94623502
Chr12_Group_330	chr12:94630029
Chr12_Group_331	chr12:94880742
Chr12_Group_332	chr12:95355541
Chr12_Group_333	chr12:95549665
Chr12_Group_334	chr12:95554771
Chr12_Group_335	chr12:95668951
Chr12_Group_336	chr12:95711876
Chr12_Group_337	chr12:95887021
Chr12_Group_338	chr12:96027759
Chr12_Group_339	chr12:96263566
Chr12_Group_341	chr12:96314795
Chr12_Group_342	chr12:96368650
Chr12_Group_343	chr12:96403199
Chr12_Group_344	chr12:96492448
Chr12_Group_345	chr12:96612762
Chr12_Group_346	chr12:96858362
Chr12_Group_347	chr12:97901270
Chr12_Group_348	chr12:100820085
Chr12_Group_350	chr12:101873240
Chr12_Group_352	chr12:102217720
Chr12_Group_354	chr12:102373788
Chr12_Group_356	chr12:102630679
Chr12_Group_360	chr12:102994878
Chr12_Group_365	chr12:103711067
Chr12_Group_368	chr12:104261835
Chr12_Group_371	chr12:104628476
Chr12_Group_373	chr12:106812902
Chr12_Group_375	chr12:107305728
Chr12_Group_378	chr12:108629780
Chr12_Group_381	chr12:109475012
Chr12_Group_131576191	chr12:131576191
Chr12_Group_110510470	chr12:110553887
Chr12_Group_396	chr12:111708458
Chr12_Group_400	chr12:112256762
Chr12_Group_402	chr12:112641377
Chr12_Group_117672339	chr12:117671126
Chr12_Group_405	chr12:112132610
Chr12_Group_408	chr12:112830579
Chr12_Group_125264287	chr12:125262940
Chr12_Group_103596455	chr12:103596455
Chr12_Group_427	chr12:113381376
Chr12_Group_429	chr12:113988956
Chr12_Group_432	chr12:114666202
Chr12_Group_436	chr12:114868138
Chr12_Group_115094260	chr12:115094260
Chr12_Group_443	chr12:115836522
Chr12_Group_445	chr12:116198341
Chr12_Group_448	chr12:116839021
Chr12_Group_450	chr12:118257214
Chr12_Group_13046211	chr12:13046211
Chr12_Group_455	chr12:117708611
Chr12_Group_461	chr12:118682751
